Date,AAPL,SPY,TSLA,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2020-01-02,72.27153778076172,296.1253662109375,28.68400001525879,26.66554832458496,50.91965103149414,23.188858032226562,27.54647445678711,74.96610260009766,44.241424560546875,52.624794006347656,30.745229721069336,26.0982723236084,91.90079498291016,60.035560607910156
2020-01-03,71.56893157958984,293.8829040527344,29.534000396728516,26.23503875732422,50.5911865234375,23.119951248168945,27.25399398803711,74.82158660888672,43.74401092529297,52.540565490722656,30.9704647064209,26.151443481445312,91.09992980957031,59.52465057373047
2020-01-06,72.13920593261719,295.00408935546875,30.1026668548584,26.12081527709961,51.26686096191406,23.299861907958984,27.23626708984375,74.84870147705078,43.848236083984375,52.65005874633789,30.978511810302734,26.175981521606445,91.66681671142578,59.69022750854492
2020-01-07,71.79991149902344,294.1745910644531,31.270666122436523,26.090065002441406,51.332550048828125,23.23861312866211,27.05900764465332,74.69518280029297,43.82927322387695,52.24576950073242,30.640647888183594,26.13916778564453,91.48685455322266,59.595611572265625
2020-01-08,72.95490264892578,295.7424011230469,32.80933380126953,26.18231964111328,51.69853973388672,22.855836868286133,27.23626708984375,74.94803619384766,44.29827880859375,52.43948745727539,30.793479919433594,26.12689971923828,92.08075714111328,59.77537536621094
2020-01-09,74.50453186035156,297.7477722167969,32.089332580566406,26.278963088989258,51.97068786621094,23.02425765991211,27.4046688079834,75.26411437988281,44.80043029785156,52.81009292602539,30.785442352294922,26.270050048828125,92.4766845703125,60.09232711791992
2020-01-10,74.6729736328125,296.8909912109375,31.876667022705078,26.173534393310547,51.76423645019531,22.894113540649414,27.200815200805664,74.73130798339844,44.696205139160156,52.776390075683594,31.083084106445312,26.339582443237305,92.50370025634766,59.76591873168945
2020-01-13,76.26832580566406,298.93292236328125,34.990665435791016,26.51179313659668,52.252235412597656,22.90176773071289,27.386940002441406,75.34539794921875,45.25519943237305,53.121726989746094,31.46116065979004,26.499088287353516,92.17973327636719,59.95513153076172
2020-01-14,75.23843383789062,298.47698974609375,35.861331939697266,26.401968002319336,52.120845794677734,22.905597686767578,27.333763122558594,75.35444641113281,45.042030334472656,53.138572692871094,31.30832290649414,26.576797485351562,92.73765563964844,59.93621826171875
2020-01-15,74.916015625,299.1515197753906,34.56666564941406,26.582075119018555,52.37421798706055,22.737173080444336,27.183088302612305,75.4718246459961,45.09414291381836,53.51759338378906,31.525522232055664,26.94898796081543,93.5384750366211,59.799034118652344
2020-01-16,75.85443115234375,301.6400146484375,34.232666015625,26.740232467651367,52.77775955200195,22.775449752807617,27.42239761352539,76.2214126586914,45.700504302978516,53.6607780456543,31.807071685791016,27.116682052612305,94.0244140625,60.33357620239258
2020-01-17,76.69422149658203,302.5788879394531,34.03333282470703,26.858835220336914,53.19065856933594,22.629993438720703,27.502164840698242,76.23046875,46.0084342956543,53.75342559814453,31.847293853759766,27.3048152923584,94.0244140625,60.54644775390625
2020-01-21,76.17449188232422,301.9862976074219,36.47999954223633,26.568897247314453,53.143733978271484,22.2242488861084,27.2717227935791,75.39054870605469,45.989501953125,53.93872833251953,32.16905975341797,27.554309844970703,94.12339782714844,60.36196517944336
2020-01-22,76.44635009765625,302.0228271484375,37.97066879272461,26.463472366333008,53.11557388305664,22.0098876953125,27.35149383544922,74.99320220947266,46.155277252197266,53.9808349609375,31.911638259887695,27.640201568603516,94.2403793334961,60.33357620239258
2020-01-23,76.81452941894531,302.3692321777344,38.14666748046875,26.432714462280273,52.89974594116211,21.92567253112793,27.280588150024414,75.80599975585938,46.37320327758789,53.93031692504883,32.21733093261719,27.885601043701172,93.76345825195312,60.423465728759766
2020-01-24,76.5931625366211,299.68017578125,37.654666900634766,26.243820190429688,52.26162338256836,21.673038482666016,26.93492317199707,75.45378112792969,46.155277252197266,53.55971145629883,32.16905975341797,27.95921516418457,92.19773864746094,59.58141326904297
2020-01-27,74.34091186523438,294.8765869140625,37.201332092285156,25.677120208740234,51.445159912109375,21.07207489013672,26.518360137939453,74.02690887451172,45.056243896484375,53.39125442504883,32.03230285644531,27.889690399169922,91.49586486816406,58.692073822021484
2020-01-28,76.44397735595703,297.9665832519531,37.793331146240234,25.96706199645996,52.03639221191406,21.167776107788086,26.82856559753418,74.50550842285156,45.918426513671875,53.45863342285156,32.11274719238281,28.004213333129883,91.94578552246094,59.26447677612305
2020-01-29,78.04412078857422,297.720458984375,38.732666015625,26.05052375793457,51.95191955566406,20.945758819580078,26.78425407409668,74.90289306640625,46.036865234375,53.189109802246094,31.94382095336914,28.07782745361328,91.69385528564453,59.231353759765625
2020-01-30,77.9310302734375,298.6866149902344,42.72066879272461,25.887985229492188,51.42639923095703,21.114185333251953,27.121047973632812,74.98414611816406,46.434791564941406,53.820804595947266,32.01621627807617,28.339590072631836,91.02794647216797,59.132022857666016
2020-01-31,74.47565460205078,293.2630920410156,43.371334075927734,25.31689453125,50.5911865234375,20.455799102783203,26.55381202697754,73.25020599365234,45.160465240478516,53.214378356933594,31.557693481445312,28.212791442871094,89.21025085449219,59.283390045166016
2020-02-03,74.27112579345703,295.441650390625,52.0,25.84844970703125,51.19178009033203,20.18785285949707,26.739940643310547,73.2231216430664,45.757354736328125,53.214378356933594,31.589866638183594,28.302783966064453,90.02010345458984,59.70442199707031
2020-02-04,76.72310638427734,299.9446105957031,59.137332916259766,26.305316925048828,51.72669982910156,20.260578155517578,26.996965408325195,74.60484313964844,46.95589065551758,53.53444290161133,32.00012969970703,28.020572662353516,91.60382843017578,60.792449951171875
2020-02-05,77.3487319946289,303.40838623046875,48.97999954223633,26.792945861816406,51.8111572265625,21.022314071655273,27.537614822387695,75.85111999511719,47.230655670166016,53.963993072509766,31.97599983215332,28.135093688964844,93.3675308227539,61.09994125366211
2020-02-06,78.25346374511719,304.42926025390625,49.930667877197266,26.77976417541504,52.45866775512695,20.807958602905273,27.502164840698242,76.09497833251953,47.661746978759766,54.056640625,32.11274719238281,28.143268585205078,93.4485092163086,60.96274185180664
2020-02-07,77.1897964477539,302.80670166015625,49.871334075927734,26.3975772857666,52.421142578125,20.66250228881836,27.4046688079834,75.54409790039062,47.22591781616211,54.124027252197266,32.12883758544922,28.05329132080078,92.71965026855469,60.697837829589844
2020-02-10,77.55640411376953,305.0672607421875,51.41866683959961,26.3843994140625,52.73082733154297,20.559154510498047,27.48443603515625,75.96855926513672,47.86544418334961,54.351444244384766,32.49887466430664,28.159626007080078,93.21454620361328,61.383758544921875
2020-02-11,77.0884780883789,305.595947265625,51.62533187866211,26.529359817504883,52.674522399902344,20.788814544677734,27.58193016052246,76.25753021240234,47.704376220703125,54.1492919921875,32.89303970336914,28.261871337890625,93.77244567871094,61.86627960205078
2020-02-12,78.91917419433594,307.5649108886719,51.15266799926758,26.674335479736328,53.359580993652344,21.068246841430664,27.599653244018555,76.97097778320312,48.220741271972656,54.124027252197266,33.102195739746094,28.282323837280273,93.88944244384766,62.50018310546875
2020-02-13,78.357177734375,307.2367248535156,53.599998474121094,26.577688217163086,53.368961334228516,21.003175735473633,27.590791702270508,76.53749084472656,48.09283447265625,54.44408416748047,33.303306579589844,28.59726333618164,93.4485092163086,62.3913688659668
2020-02-14,78.37649536132812,307.72894287109375,53.33533477783203,26.582075119018555,53.43465805053711,20.892168045043945,27.626249313354492,76.43814849853516,48.301273345947266,54.570411682128906,33.68942642211914,28.789478302001953,93.52052307128906,62.29676055908203
2020-02-18,76.94134521484375,306.9358825683594,57.22666549682617,26.51618194580078,53.791263580322266,20.719921112060547,27.386940002441406,76.0046615600586,48.12126541137695,54.3766975402832,33.657249450683594,29.03079605102539,93.18757629394531,62.29204177856445
2020-02-19,78.0556869506836,308.40350341796875,61.16133117675781,26.586475372314453,54.035247802734375,20.99551773071289,27.590791702270508,75.97758483886719,48.6944694519043,54.317752838134766,33.18264389038086,28.715866088867188,93.61947631835938,62.571144104003906
2020-02-20,77.2549057006836,307.1363830566406,59.96066665649414,26.630403518676758,53.48157501220703,20.972553253173828,27.537614822387695,75.86919403076172,48.18758773803711,54.35985565185547,33.55267333984375,28.818117141723633,93.0166015625,62.59479522705078
2020-02-21,75.50624084472656,303.9735412597656,60.06666564941406,26.50739860534668,52.66513442993164,20.723745346069336,27.2717227935791,75.48987579345703,47.107479095458984,54.45250701904297,33.729652404785156,28.76494598388672,93.07058715820312,61.63922119140625
2020-02-24,71.919677734375,293.89202880859375,55.58599853515625,25.760589599609375,50.90087127685547,19.76679039001465,26.38541030883789,73.34052276611328,45.160465240478516,53.197540283203125,33.27916717529297,28.429574966430664,90.1370849609375,59.51992416381836
2020-02-25,69.48357391357422,284.98651123046875,53.32733154296875,24.64915657043457,49.54012680053711,18.894052505493164,25.4902400970459,70.35128021240234,43.7155876159668,52.23734664916992,32.44256591796875,27.832426071166992,87.40156555175781,57.93046188354492
2020-02-26,70.58586120605469,283.9383239746094,51.91999816894531,24.565683364868164,49.446292877197266,18.323711395263672,25.304121017456055,69.8184585571289,43.9145622253418,51.94255447387695,32.161014556884766,27.550216674804688,87.39258575439453,57.471588134765625
2020-02-27,65.97178649902344,271.1861572265625,45.266666412353516,23.414722442626953,47.49434280395508,17.343791961669922,24.222820281982422,67.22657012939453,41.54591751098633,49.828468322753906,30.3430118560791,26.31095314025879,84.42312622070312,55.148895263671875
2020-02-28,65.93321228027344,270.0467224121094,44.53266525268555,23.159934997558594,47.635108947753906,17.32848358154297,23.566944122314453,65.99834442138672,41.86331558227539,48.8430061340332,29.594892501831055,25.431602478027344,83.33430480957031,54.794090270996094
2020-03-02,72.07160949707031,281.7414245605469,49.574668884277344,24.15275001525879,49.286746978759766,18.028968811035156,24.772329330444336,68.31930541992188,44.284061431884766,51.45404815673828,31.066999435424805,26.92854118347168,87.23960876464844,56.67685317993164
2020-03-03,69.78267669677734,273.6745300292969,49.70066833496094,23.94188690185547,47.66325759887695,17.47776222229004,23.841707229614258,66.64857482910156,42.60232162475586,50.75495910644531,31.042863845825195,26.597246170043945,85.07098388671875,55.30499267578125
2020-03-04,73.01953125,285.1779479980469,49.96666717529297,24.934703826904297,49.38059997558594,17.891172409057617,24.630516052246094,69.40303802490234,44.4309196472168,53.248069763183594,32.24950408935547,28.106464385986328,89.97512817382812,57.21614074707031
2020-03-05,70.65099334716797,275.6981201171875,48.30266571044922,24.143964767456055,47.57880401611328,17.236614227294922,23.44287109375,66.00737762451172,43.028682708740234,52.24576950073242,31.509429931640625,27.672922134399414,87.88748931884766,55.08266830444336
2020-03-06,69.71272277832031,271.1405029296875,46.89866638183594,23.515762329101562,46.75297546386719,16.268177032470703,22.645187377929688,65.42938995361328,42.11912155151367,51.83305740356445,30.9704647064209,27.44797134399414,87.4195785522461,54.23588943481445
2020-03-09,64.19900512695312,249.9658966064453,40.53333282470703,21.31486701965332,43.63736343383789,12.991576194763184,20.216705322265625,59.396705627441406,38.921470642089844,49.57578659057617,28.782419204711914,25.955120086669922,82.8753890991211,50.8204345703125
2020-03-10,68.82269287109375,262.90045166015625,43.02199935913086,22.18029022216797,45.86146545410156,13.607848167419434,21.404356002807617,62.47629165649414,41.51749038696289,50.99920654296875,30.1821231842041,26.196428298950195,85.71888732910156,53.63037109375
2020-03-11,66.43245697021484,250.08444213867188,42.28200149536133,21.1259708404541,43.89073181152344,12.888223648071289,20.243295669555664,58.809688568115234,39.55625534057617,48.49768829345703,28.565221786499023,24.879451751708984,82.4434585571289,50.69743728637695
2020-03-12,59.87195587158203,226.15707397460938,37.369998931884766,19.092010498046875,39.77101135253906,11.280545234680176,18.054115295410156,52.72282028198242,35.69538497924805,43.9410285949707,26.111719131469727,22.368192672729492,76.2885513305664,45.57421875
2020-03-13,67.04511260986328,245.4903564453125,36.44133377075195,20.431869506835938,43.34645080566406,12.321709632873535,20.429420471191406,56.840938568115234,39.88314437866211,47.680686950683594,28.404346466064453,23.587013244628906,81.5796127319336,48.39364242553711
2020-03-16,58.41996383666992,218.62791442871094,29.67133331298828,18.18265151977539,38.457191467285156,10.645129203796387,17.62868309020996,50.392822265625,34.373680114746094,44.44639587402344,23.859317779541016,20.908061981201172,73.5350341796875,42.2628288269043
2020-03-17,60.98869323730469,230.43206787109375,28.68000030517578,19.3072566986084,40.127601623535156,10.717859268188477,18.585893630981445,52.71377944946289,36.713905334472656,48.19447708129883,25.307289123535156,23.58292007446289,78.15120697021484,43.8901481628418
2020-03-18,59.49567413330078,218.7646484375,24.08133316040039,18.07282829284668,38.79502487182617,9.179079055786133,17.00826072692871,48.83046340942383,35.33061599731445,46.95633316040039,23.52950668334961,22.55633544921875,75.55965423583984,41.3687629699707
2020-03-19,59.039833068847656,219.22950744628906,28.50933265686035,18.534090042114258,39.489471435546875,9.80301284790039,17.380517959594727,48.86658477783203,35.45852279663086,45.38972854614258,23.159473419189453,21.24344253540039,74.01193237304688,42.811580657958984
2020-03-20,55.291648864746094,209.78199768066406,28.50200080871582,17.87074851989746,37.743980407714844,9.898709297180176,16.76009750366211,46.41920471191406,33.8336296081543,42.45021057128906,21.848251342773438,19.558364868164062,71.16844177246094,41.5390625
2020-03-23,54.11703109741211,204.4182586669922,28.952667236328125,16.95974349975586,37.94442367553711,9.224027633666992,15.784937858581543,44.386009216308594,33.52458190917969,41.1939811706543,20.634193420410156,18.560333251953125,67.4720458984375,41.60751724243164
2020-03-24,59.54633331298828,222.93922424316406,33.66666793823242,18.9542293548584,40.27830123901367,10.703313827514648,17.74241828918457,50.00139236450195,36.957984924316406,43.29476547241211,22.43340492248535,20.555574417114258,72.6712417602539,45.51015853881836
2020-03-25,59.21830368041992,226.27667236328125,35.95000076293945,19.396459579467773,39.657188415527344,11.208150863647461,18.22507667541504,52.631595611572266,36.910362243652344,43.176177978515625,23.43026351928711,21.0802059173584,73.63874816894531,46.30873489379883
2020-03-26,62.33454895019531,239.4889373779297,35.21066665649414,20.307470321655273,41.91578674316406,11.893007278442383,19.369173049926758,55.95349884033203,39.19613265991211,45.539554595947266,25.22947120666504,22.87716293334961,78.530517578125,48.22441101074219
2020-03-27,59.7537727355957,232.35557556152344,34.29066848754883,19.573352813720703,40.24066162109375,11.086835861206055,18.779247283935547,53.59633255004883,37.42466735839844,45.327781677246094,25.294309616088867,23.001094818115234,76.84866333007812,46.608211517333984
2020-03-30,61.45903015136719,239.90147399902344,33.47533416748047,20.196908950805664,41.70874786376953,11.200325012207031,19.136775970458984,54.37900924682617,39.00089645385742,47.09818649291992,25.95077896118164,23.852067947387695,80.44741821289062,47.582672119140625
2020-03-31,61.33359909057617,236.32566833496094,34.93333435058594,19.91830062866211,41.63346862792969,11.372516632080078,18.609418869018555,53.70552444458008,38.27230453491211,46.1409797668457,25.12411117553711,22.889558792114258,80.09479522705078,46.622467041015625
2020-04-01,58.106407165527344,225.68980407714844,32.104000091552734,19.02056312561035,39.97715377807617,10.808978080749512,17.47426414489746,51.28463363647461,36.448448181152344,45.36164855957031,23.600460052490234,21.51395606994629,77.04761505126953,44.54042434692383
2020-04-02,59.07599639892578,230.897705078125,30.29800033569336,19.308013916015625,40.48534393310547,11.79908561706543,17.9122371673584,51.96721649169922,37.30085372924805,46.52217483520508,23.948955535888672,22.187297821044922,79.1815414428711,44.706809997558594
2020-04-03,58.22700500488281,227.5602569580078,32.000667572021484,18.84366798400879,39.666603088378906,11.67385482788086,17.554710388183594,51.275550842285156,36.72465133666992,46.88642883300781,23.746341705322266,21.394155502319336,78.46723175048828,43.92723846435547
2020-04-06,63.30659103393555,242.84466552734375,34.41600036621094,20.245553970336914,42.282814025878906,12.292183876037598,18.81499481201172,54.8249626159668,39.85805130004883,48.63142776489258,25.464502334594727,23.046533584594727,82.58136749267578,47.582672119140625
2020-04-07,62.57333755493164,243.09225463867188,36.36333465576172,20.78508186340332,42.593353271484375,12.554384231567383,19.002704620361328,54.69754409790039,39.50090026855469,48.072349548339844,25.472612380981445,22.75737190246582,81.9032211303711,48.29094696044922
2020-04-08,64.17489624023438,251.25244140625,36.589332580566406,21.802223205566406,43.506221771240234,13.391863822937012,19.83396339416504,56.68159103393555,40.56283187866211,48.78390121459961,27.385284423828125,23.996652603149414,85.27588653564453,49.812076568603516
2020-04-09,64.63799285888672,255.0758514404297,38.20000076293945,22.739763259887695,43.8261833190918,13.270545959472656,20.89760971069336,57.537086486816406,40.572357177734375,49.2413330078125,28.795473098754883,25.128528594970703,85.74610137939453,50.71049880981445
2020-04-13,65.90667724609375,252.7469940185547,43.39666748046875,22.240039825439453,43.892059326171875,13.227497100830078,20.137863159179688,55.853389739990234,40.662841796875,48.87709045410156,27.47443389892578,24.331260681152344,84.99561309814453,50.69623565673828
2020-04-14,69.23517608642578,260.201171875,47.32600021362305,22.52749252319336,45.19074630737305,13.164880752563477,20.227243423461914,56.918216705322266,42.367637634277344,50.95246124267578,28.390243530273438,25.04591178894043,87.81673431396484,52.6784553527832
